variable name,data type,register,documented name,description,writable,values,unit,note
,uint16,3212,genset/ProductId,com.victronenergy.genset-Generator model,no,0 to 65535,1,
,uint16,3213,genset/StatusCode,com.victronenergy.genset-Status,no,"{""0"": ""Standby"", ""1"": ""Startup 1"", ""2"": ""Startup 2"", ""3"": ""Startup 3"", ""4"": ""Startup 4"", ""5"": ""Startup 5"", ""6"": ""Startup 6"", ""7"": ""Startup 7"", ""8"": ""Running"", ""9"": ""Stopping"", ""10"": ""Error""}",,
,uint16,3214,genset/ErrorCode,com.victronenergy.genset-Error,no,"{""0"": ""No error"", ""1"": ""AC voltage L1 too low"", ""2"": ""AC frequency L1 too low"", ""3"": ""AC current too low"", ""4"": ""AC power too low"", ""5"": ""Emergency stop"", ""6"": ""Servo current too low"", ""7"": ""Oil pressure too low"", ""8"": ""Engine temperature too low"", ""9"": ""Winding temperature too low"", ""10"": ""Exhaust temperature too low"", ""13"": ""Starter current too low"", ""14"": ""Glow current too low"", ""15"": ""Glow current too low"", ""16"": ""Fuel holding magnet current too low"", ""17"": ""Stop solenoid hold coil current too low"", ""18"": ""Stop solenoid pull coil current too low"", ""19"": ""Optional DC out current too low"", ""20"": ""5V output voltage too low"", ""21"": ""Boost output current too low"", ""22"": ""Panel supply current too high"", ""25"": ""Starter battery voltage too low"", ""26"": ""Startup aborted (rotation too low)"", ""28"": ""Rotation too low"", ""29"": ""Power contactor current too low"", ""30"": ""AC voltage L2 too low"", ""31"": ""AC frequency L2 too low"", ""32"": ""AC current L2 too low"", ""33"": ""AC power L2 too low"", ""34"": ""AC voltage L3 too low"", ""35"": ""AC frequency L3 too low"", ""36"": ""AC current L3 too low"", ""37"": ""AC power L3 too low"", ""62"": ""Fuel temperature too low"", ""63"": ""Fuel level too low"", ""65"": ""AC voltage L1 too high"", ""66"": ""AC frequency too high"", ""67"": ""AC current too high"", ""68"": ""AC power too high"", ""70"": ""Servo current too high"", ""71"": ""Oil pressure too high"", ""72"": ""Engine temperature too high"", ""73"": ""Winding temperature too high"", ""74"": ""Exhaust temperature too low"", ""77"": ""Starter current too low"", ""78"": ""Glow current too high"", ""79"": ""Glow current too high"", ""80"": ""Fuel holding magnet current too high"", ""81"": ""Stop solenoid hold coil current too high"", ""82"": ""Stop solenoid pull coil current too high"", ""83"": ""Optional DC out current too high"", ""84"": ""5V output voltage too high"", ""85"": ""Boost output current too high"", ""89"": ""Starter battery voltage too high"", ""90"": ""Startup aborted (rotation too high)"", ""92"": ""Rotation too high"", ""93"": ""Power contactor current too high"", ""94"": ""AC voltage L2 too high"", ""95"": ""AC frequency L2 too high"", ""96"": ""AC current L2 too high"", ""97"": ""AC power L2 too high"", ""98"": ""AC voltage L3 too high"", ""99"": ""AC frequency L3 too high"", ""100"": ""AC current L3 too high"", ""101"": ""AC power L3 too high"", ""126"": ""Fuel temperature too high"", ""127"": ""Fuel level too high"", ""130"": ""Lost control unit"", ""131"": ""Lost panel"", ""132"": ""Service needed"", ""133"": ""Lost 3-phase module"", ""134"": ""Lost AGT module"", ""135"": ""Synchronization failure"", ""137"": ""Intake airfilter"", ""139"": ""Lost sync. module"", ""140"": ""Load-balance failed"", ""141"": ""Sync-mode deactivated"", ""142"": ""Engine controller"", ""148"": ""Rotating field wrong"", ""149"": ""Fuel level sensor lost"", ""150"": ""Init failed"", ""151"": ""Watchdog"", ""152"": ""Out:winding"", ""153"": ""Out:exhaust"", ""154"": ""Out:Cyl. head"", ""155"": ""Inverter over temperature"", ""156"": ""Inverter overload"", ""157"": ""Inverter communication lost"", ""158"": ""Inverter sync failed"", ""159"": ""CAN communication lost"", ""160"": ""L1 overload"", ""161"": ""L2 overload"", ""162"": ""L3 overload"", ""163"": ""DC overload"", ""164"": ""DC overvoltage"", ""165"": ""Emergency stop"", ""166"": ""No connection""}",,
,uint16,3215,genset/AutoStart,com.victronenergy.genset-Auto start,no,"{""0"": ""Disabled"", ""1"": ""Enabled""}",,
,uint16,3216,genset/Engine/Load,com.victronenergy.genset-Engine load,no,0 to 65535,1%,
,uint16,3217,genset/Engine/Speed,com.victronenergy.genset-Engine speed,no,0 to 65535,1RPM,
,uint16,3218,genset/Engine/OperatingHours,com.victronenergy.genset-Engine operating hours,no,0 to 6553500,0.01s,
,int16,3219,genset/Engine/CoolantTemperature,com.victronenergy.genset-Engine coolant temperature,no,-3276.8 to 3276.8,10Degrees celsius,
,int16,3220,genset/Engine/WindingTemperature,com.victronenergy.genset-Engine winding temperature,no,-3276.8 to 3276.8,10Degrees celsius,
,int16,3221,genset/Engine/ExaustTemperature,com.victronenergy.genset-Engine exhaust temperature,no,-3276.8 to 3276.8,10Degrees celsius,
,uint16,3222,genset/StarterVoltage,com.victronenergy.genset-Starter voltage,no,0 to 655.36,100V DC,
,uint16,3223,genset/Start,com.victronenergy.genset-Start generator,yes,"{""0"": ""Stop"", ""1"": ""Start""}",,"This is normally controlled by the start/stop service. In Venus 3.00 and later, use com.victronenergy.generator/ManualStart instead."
,int16,3224,genset/Engine/OilPressure,com.victronenergy.genset-Oil pressure,no,-32768 to 32768,1kPa,
,uint16,3300,temperature/ProductId,com.victronenergy.temperature-Product ID,no,0 to 65535,1,
,uint16,3301,temperature/Scale,com.victronenergy.temperature-Temperature scale factor,no,0 to 655.35,100,
,int16,3302,temperature/Offset,com.victronenergy.temperature-Temperature offset,no,-327.68 to 327.67,100,
,uint16,3303,temperature/TemperatureType,com.victronenergy.temperature-Temperature type,no,"{""0"": ""Battery"", ""1"": ""Fridge"", ""2"": ""Generic""}",,
,int16,3304,temperature/Temperature,com.victronenergy.temperature-Temperature,no,-327.68 to 327.67,100Degrees celsius,
,uint16,3305,temperature/Status,com.victronenergy.temperature-Temperature status,no,"{""0"": ""OK"", ""1"": ""Disconnected"", ""2"": ""Short circuited"", ""3"": ""Reverse Polarity"", ""4"": ""Unknown""}",,
,uint16,3306,temperature/Humidity,com.victronenergy.temperature-Humidity,no,0 to 6553.3,10%,"Relative humidity as a percentage. Only available on sensors that has this feature, eg Ruuvi."
,uint16,3307,temperature/BatteryVoltage,com.victronenergy.temperature-Sensor battery voltage,no,0 to 655.35,100V,Used by wireless tags that have a battery in the sensor
,uint16,3308,temperature/Pressure,com.victronenergy.temperature-Atmospheric pressure,no,0 to 65535,1hPa,"Only available on sensors that has this feature, eg Ruuvi."
,uint32,3400,pulsemeter/Aggregate,com.victronenergy.pulsemeter-Aggregate (measured value),no,0 to 4294967295,1m3,
,uint32,3402,pulsemeter/Count,com.victronenergy.pulsemeter-Count (number of pulses on meter),no,0 to 4294967295,1,
,uint32,3420,digitalinput/Count,com.victronenergy.digitalinput-Count,no,0 to 4294967295,1,
,uint16,3422,digitalinput/State,com.victronenergy.digitalinput-State,no,"{""0"": ""Low"", ""1"": ""High"", ""2"": ""Off"", ""3"": ""On"", ""4"": ""No"", ""5"": ""Yes"", ""6"": ""Open"", ""7"": ""Closed"", ""8"": ""Alarm"", ""9"": ""OK"", ""10"": ""Running"", ""11"": ""Stopped""}",,
,uint16,3423,digitalinput/Alarm,com.victronenergy.digitalinput-Alarm,no,"{""0"": ""No alarm"", ""2"": ""Alarm""}",,
,uint16,3424,digitalinput/Type,com.victronenergy.digitalinput-Type,no,"{""2"": ""Door"", ""3"": ""Bilge pump"", ""4"": ""Bilge alarm"", ""5"": ""Burglar alarm"", ""6"": ""Smoke alarm"", ""7"": ""Fire alarm"", ""8"": ""CO2 alarm"", ""9"": ""Generator""}   ",,
,uint16,3500,generator/ManualStart,com.victronenergy.generator-Manual Start,yes,"{""0"": ""Stop generator"", ""1"": ""Start generator""}",,
,uint16,3501,generator/RunningByConditionCode,com.victronenergy.generator-Condition that started the generator,no,"{""0"": ""Stopped"", ""1"": ""Manual"", ""2"": ""TestRun"", ""3"": ""LossOfComms"", ""4"": ""Soc"", ""5"": ""AcLoad"", ""6"": ""BatteryCurrent"", ""7"": ""BatteryVoltage"", ""8"": ""InverterTemperatur"", ""9"": ""InverterOverload"", ""10"": ""StopOnAc1""}",,
,uint16,3502,generator/Runtime,com.victronenergy.generator-Runtime in seconds,no,0 to 65535,1seconds,
,uint16,3503,generator/QuietHours,com.victronenergy.generator-Quiet hours active,no,"{""0"": ""Quiet hours inactive"", ""1"": ""Quiet hours active""}",,
,uint32,3504,generator/Runtime,com.victronenergy.generator-Runtime in seconds,no,0 to 4294967295,1seconds,
,uint16,3506,generator/State,com.victronenergy.generator-Generator start/stop state,no,"{""0"": ""Stopped"", ""1"": ""Running"", ""10"": ""Error""}",,
,uint16,3507,generator/Error,com.victronenergy.generator-Generator remote error,no,"{""0"": ""No Error"", ""1"": ""Remote disabled"", ""2"": ""Remote fault""}",,Only used for FisherPanda gensets
,uint16,3508,generator/Alarms/NoGeneratorAtAcIn,com.victronenergy.generator-Generator not detected at AC input alarm,no,"{""0"": ""No alarm"", ""2"": ""Alarm""}",,
,uint16,3509,generator/AutoStartEnabled,com.victronenergy.generator-Auto start enabled/disabled,yes,"{""0"": ""Autostart disabled"", ""1"": ""Autostart enabled""}",,
,uint32,3510,generator/ServiceCounter,com.victronenergy.generator-Service countdown counter,no,0 to 65535,1seconds until next generator service,
,uint16,3512,generator/ServiceCounterReset,com.victronenergy.generator-Service countdown reset,yes,"{""1"": ""Reset service counter"", ""0"": """"}",,
,uint16,3600,meteo/Irradiance,com.victronenergy.meteo-Solar irradiance,no,0 to 6553.5,10W/m^2,
,uint16,3601,meteo/WindSpeed,com.victronenergy.meteo-Wind speed,no,0 to 6553.5,10m/s,
,int16,3602,meteo/CellTemperature,com.victronenergy.meteo-Cell temperature of sensor,no,-3276.8 to 3276.7,10Degrees celsius,
,int16,3603,meteo/ExternalTemperature,com.victronenergy.meteo-External temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,int16,3604,meteo/ExternalTemperature2,com.victronenergy.meteo-External temperature - second sensor,no,-3276.8 to 3276.7,10Degrees celsius,Only available on IMT SI-RS485TC-3T-MB running firmware 2.01 or later
,uint16,3800,evcharger/ProductId,com.victronenergy.evcharger-Product ID,no,0 to 65535,1,
,uint32,3802,evcharger/FirmwareVersion,com.victronenergy.evcharger-Firmware version,no,0 to 4294967295,1,
,ascii.6,3804,evcharger/Serial,com.victronenergy.evcharger-Serial,no,,1,
,ascii.4,3810,evcharger/Model,com.victronenergy.evcharger-Model,no,,1,
,uint16,3814,evcharger/MaxCurrent,com.victronenergy.evcharger-Maximum charge current,yes,0 to 65535,1A,
,uint16,3815,evcharger/Mode,com.victronenergy.evcharger-Mode,yes,"{""0"": ""Manual"", ""1"": ""Auto""}",,
,uint32,3816,evcharger/Ac/Energy/Forward,com.victronenergy.evcharger-Energy consumed by charger,no,0 to 42949672.95,100kWh,
,uint16,3818,evcharger/Ac/L1/Power,com.victronenergy.evcharger-L1 Power,no,0 to 65535,1W,
,uint16,3819,evcharger/Ac/L2/Power,com.victronenergy.evcharger-L2 Power,no,0 to 65535,1W,
,uint16,3820,evcharger/Ac/L3/Power,com.victronenergy.evcharger-L3 Power,no,0 to 65535,1W,
,uint16,3821,evcharger/Ac/Power,com.victronenergy.evcharger-Total power,no,0 to 65535,1W,
,uint16,3822,evcharger/ChargingTime,com.victronenergy.evcharger-Charging time,no,0 to 6553500,0.01seconds,
,uint16,3823,evcharger/Current,com.victronenergy.evcharger-Charge current,no,0 to 65535,1A,
,uint16,3824,evcharger/Status,com.victronenergy.evcharger-Status,no,"{""0"": ""Disconnected"", ""1"": ""Connected"", ""2"": ""Charging"", ""3"": ""Charged"", ""4"": ""Waiting for sun"", ""5"": ""Waiting for RFID"", ""6"": ""Waiting for start"", ""7"": ""Low SOC"", ""8"": ""Ground fault"", ""9"": ""Welded contacts"", ""10"": ""CP Input shorted"", ""11"": ""Residual current detected"", ""12"": ""Under voltage detected"", ""13"": ""Overvoltage detected"", ""14"": ""Overheating detected""}",,
,uint16,3825,evcharger/SetCurrent,com.victronenergy.evcharger-Set charge current (manual mode),yes,0 to 65535,1A,
,uint16,3826,evcharger/StartStop,com.victronenergy.evcharger-Start/stop charging (manual mode),yes,"{""0"": ""Stop"", ""1"": ""Start""}",,
,uint16,3827,evcharger/Position,com.victronenergy.evcharger-Position,yes,"{""0"": ""AC input 1"", ""1"": ""AC output"", ""2"": ""AC input 2""}",,
,uint16,3900,acload/Ac/L1/Power,com.victronenergy.acload-L1 Power,no,0 to 65535,1W,
,uint16,3901,acload/Ac/L2/Power,com.victronenergy.acload-L2 Power,no,0 to 65535,1W,
,uint16,3902,acload/Ac/L3/Power,com.victronenergy.acload-L3 Power,no,0 to 65535,1W,
,ascii.7,3903,acload/Serial,com.victronenergy.acload-Serial number,no,,,
,uint16,3910,acload/Ac/L1/Voltage,com.victronenergy.acload-L1 Voltage,no,0 to 6553.5,10V AC,
,in16,3911,acload/Ac/L1/Current,com.victronenergy.acload-L1 Current,no,-3276.8 to 3276.7,10A,
,uint16,3912,acload/Ac/L2/Voltage,com.victronenergy.acload-L2 Voltage,no,0 to 6553.5,10V AC,
,in16,3913,acload/Ac/L2/Current,com.victronenergy.acload-L2 Current,no,-3276.8 to 3276.7,10A,
,uint16,3914,acload/Ac/L3/Voltage,com.victronenergy.acload-L3 Voltage,no,0 to 6553.5,10V AC,
,in16,3915,acload/Ac/L3/Current,com.victronenergy.acload-L3 Current,no,-3276.8 to 3276.7,10A,
,uint32,3916,acload/Ac/L1/Energy/Forward,com.victronenergy.acload-L1 Energy,no,0 to 42949672.95,100kWh,
,uint32,3918,acload/Ac/L2/Energy/Forward,com.victronenergy.acload-L2 Energy,no,0 to 42949672.95,100kWh,
,uint32,3920,acload/Ac/L3/Energy/Forward,com.victronenergy.acload-L3 Energy,no,0 to 42949672.95,100kWh,
,uint16,4000,fuelcell/Dc/0/Voltage,com.victronenergy.fuelcell-Battery voltage,no,0 to 655.35,100V DC,
,int16,4001,fuelcell/Dc/0/Current,com.victronenergy.fuelcell-Battery current,no,-3276.8 to 3276.7,10A,
,uint16,4002,fuelcell/Dc/1/Voltage,com.victronenergy.fuelcell-Auxiliary voltage,no,0 to 655.35,100V DC,
,int16,4003,fuelcell/Dc/0/Temperature,com.victronenergy.fuelcell-Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint32,4004,fuelcell/History/EnergyOut,com.victronenergy.fuelcell-Total energy produced,no,0 to 42949672.95,100kWh,
,uint16,4006,fuelcell/Alarms/LowVoltage,com.victronenergy.fuelcell-Low voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4007,fuelcell/Alarms/HighVoltage,com.victronenergy.fuelcell-High voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4008,fuelcell/Alarms/LowStarterVoltage,com.victronenergy.fuelcell-Low auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4009,fuelcell/Alarms/HighStarterVoltage,com.victronenergy.fuelcell-High auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4010,fuelcell/Alarms/LowTemperature,com.victronenergy.fuelcell-Low temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4011,fuelcell/Alarms/HighTemperature,com.victronenergy.fuelcell-High temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4100,alternator/Dc/0/Voltage,com.victronenergy.alternator-Battery voltage,no,0 to 655.35,100V DC,
,int16,4101,alternator/Dc/0/Current,com.victronenergy.alternator-Battery current,no,-3276.8 to 3276.7,10A,
,uint16,4102,alternator/Dc/1/Voltage,com.victronenergy.alternator-Auxiliary voltage,no,0 to 655.35,100V DC,
,int16,4103,alternator/Dc/0/Temperature,com.victronenergy.alternator-Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint32,4104,alternator/History/EnergyOut,com.victronenergy.alternator-Total energy produced,no,0 to 42949672.95,100kWh,
,uint16,4106,alternator/Alarms/LowVoltage,com.victronenergy.alternator-Low voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4107,alternator/Alarms/HighVoltage,com.victronenergy.alternator-High voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4108,alternator/Alarms/LowStarterVoltage,com.victronenergy.alternator-Low auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4109,alternator/Alarms/HighStarterVoltage,com.victronenergy.alternator-High auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4110,alternator/Alarms/LowTemperature,com.victronenergy.alternator-Low temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4111,alternator/Alarms/HighTemperature,com.victronenergy.alternator-High temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4112,alternator/State,com.victronenergy.alternator-Alternator state,no,"{""0"": ""Off"", ""2"": ""Fault"", ""3"": ""Bulk"", ""4"": ""Absorption"", ""5"": ""Float"", ""6"": ""Storage"", ""7"": ""Equalize"", ""11"": ""Power Supply"", ""252"": ""External control""}",,
,uint16,4113,alternator/ErrorCode,com.victronenergy.alternator-Alternator error code,no,"{""12"": ""High battery temperature"", ""13"": ""High battery voltage"", ""14"": ""Low battery voltage"", ""15"": ""VBat exceeds $CPB"", ""21"": ""High alternator temperature"", ""22"": ""Alternator overspeed"", ""24"": ""Internal error"", ""41"": ""High field FET temperature"", ""42"": ""Sensor missing"", ""43"": ""Low VAlt"", ""44"": ""High Voltage offset"", ""45"": ""VAlt exceeds $CPB"", ""51-52"": ""Battery disconnect request"", ""53"": ""Battery instance out of range"", ""54"": ""Too many BMSes"", ""55"": ""AEBus fault"", ""56"": ""Too many Victron devices"", ""58-61"": ""Battery requested disconnection"", ""91"": ""BMS lost"", ""92"": ""Forced idle"", ""201"": ""DCDC converter fail"", ""201-207"": ""DCDC error""}",,
,uint16,4114,alternator/Engine/Speed,com.victronenergy.alternator-Engine speed,no,0 to 65535,1RPM,
,uint16,4115,alternator/Speed,com.victronenergy.alternator-Alternator speed,no,0 to 65535,1RPM,
,uint16,4116,alternator/FieldDrive,com.victronenergy.alternator-Percentage field drive,no,0 to 65535,1%,
,uint16,4117,alternator/Dc/In/V,com.victronenergy.alternator-Input voltage (before DC/DC converter),no,0 to 655.35,100V DC,
,uint16,4118,alternator/Dc/In/P,com.victronenergy.alternator-Input power,no,0 to 65535,1W DC,
,uint16,4119,alternator/Mode,com.victronenergy.alternator-Mode,no,0 to 65535,11=On;4=Off,
,uint32,4120,alternator/History/Cumulative/User/ChargedAh,com.victronenergy.alternator-Cumulative amp-hours charged,no,0 to 429496729.5,10Ah,
,uint16,4200,dcsource/Dc/0/Voltage,com.victronenergy.dcsource-Battery voltage,no,0 to 655.35,100V DC,
,int16,4201,dcsource/Dc/0/Current,com.victronenergy.dcsource-Battery current,no,-3276.8 to 3276.7,10A,
,uint16,4202,dcsource/Dc/1/Voltage,com.victronenergy.dcsource-Auxiliary voltage,no,0 to 655.35,100V DC,
,int16,4203,dcsource/Dc/0/Temperature,com.victronenergy.dcsource-Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint32,4204,dcsource/History/EnergyOut,com.victronenergy.dcsource-Total energy produced,no,0 to 42949672.95,100kWh,
,uint16,4206,dcsource/Alarms/LowVoltage,com.victronenergy.dcsource-Low voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4207,dcsource/Alarms/HighVoltage,com.victronenergy.dcsource-High voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4208,dcsource/Alarms/LowStarterVoltage,com.victronenergy.dcsource-Low auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4209,dcsource/Alarms/HighStarterVoltage,com.victronenergy.dcsource-High auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4210,dcsource/Alarms/LowTemperature,com.victronenergy.dcsource-Low temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4211,dcsource/Alarms/HighTemperature,com.victronenergy.dcsource-High temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4300,dcload/Dc/0/Voltage,com.victronenergy.dcload-Battery voltage,no,0 to 655.35,100V DC,
,int16,4301,dcload/Dc/0/Current,com.victronenergy.dcload-Battery current,no,-3276.8 to 3276.7,10A,
,uint16,4302,dcload/Dc/1/Voltage,com.victronenergy.dcload-Auxiliary voltage,no,0 to 655.35,100V DC,
,int16,4303,dcload/Dc/0/Temperature,com.victronenergy.dcload-Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint32,4304,dcload/History/EnergyIn,com.victronenergy.dcload-Total energy consumed,no,0 to 42949672.95,100kWh,
,uint16,4306,dcload/Alarms/LowVoltage,com.victronenergy.dcload-Low voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4307,dcload/Alarms/HighVoltage,com.victronenergy.dcload-High voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4308,dcload/Alarms/LowStarterVoltage,com.victronenergy.dcload-Low auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4309,dcload/Alarms/HighStarterVoltage,com.victronenergy.dcload-High auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4310,dcload/Alarms/LowTemperature,com.victronenergy.dcload-Low temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4311,dcload/Alarms/HighTemperature,com.victronenergy.dcload-High temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4400,dcsystem/Dc/0/Voltage,com.victronenergy.dcsystem-Battery voltage,no,0 to 655.35,100V DC,
,int16,4401,dcsystem/Dc/0/Current,com.victronenergy.dcsystem-Battery current,no,-3276.8 to 3276.7,10A,
,uint16,4402,dcsystem/Dc/1/Voltage,com.victronenergy.dcsystem-Auxiliary voltage,no,0 to 655.35,100V DC,
,int16,4403,dcsystem/Dc/0/Temperature,com.victronenergy.dcsystem-Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint32,4404,dcsystem/History/EnergyOut,com.victronenergy.dcsystem-Total energy produced,no,0 to 42949672.95,100kWh,
,uint32,4406,dcsystem/History/EnergyIn,com.victronenergy.dcsystem-Total energy consumed,no,0 to 42949672.95,100kWh,
,uint16,4408,dcsystem/Alarms/LowVoltage,com.victronenergy.dcsystem-Low voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4409,dcsystem/Alarms/HighVoltage,com.victronenergy.dcsystem-High voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4410,dcsystem/Alarms/LowStarterVoltage,com.victronenergy.dcsystem-Low auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4411,dcsystem/Alarms/HighStarterVoltage,com.victronenergy.dcsystem-High auxiliary voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4412,dcsystem/Alarms/LowTemperature,com.victronenergy.dcsystem-Low temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4413,dcsystem/Alarms/HighTemperature,com.victronenergy.dcsystem-High temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4500,multi/Ac/In/1/L1/V,com.victronenergy.multi-Input voltage phase 1,no,0 to 6553.5,10V AC,
,uint16,4501,multi/Ac/In/1/L2/V,com.victronenergy.multi-Input voltage phase 2,no,0 to 6553.5,10V AC,
,uint16,4502,multi/Ac/In/1/L3/V,com.victronenergy.multi-Input voltage phase 3,no,0 to 6553.5,10V AC,
,uint16,4503,multi/Ac/In/1/L1/I,com.victronenergy.multi-Input current phase 1,no,0 to 6553.5,10A AC,
,uint16,4504,multi/Ac/In/1/L2/I,com.victronenergy.multi-Input current phase 2,no,0 to 6553.5,10A AC,
,uint16,4505,multi/Ac/In/1/L3/I,com.victronenergy.multi-Input current phase 3,no,0 to 6553.5,10A AC,
,int16,4506,multi/Ac/In/1/L1/P,com.victronenergy.multi-Input power phase 1,no,-327680 to 327670,0.1W,
,int16,4507,multi/Ac/In/1/L2/P,com.victronenergy.multi-Input power phase 2,no,-327680 to 327670,0.1W,
,int16,4508,multi/Ac/In/1/L3/P,com.victronenergy.multi-Input power phase 3,no,-327680 to 327670,0.1W,
,uint16,4509,multi/Ac/In/1/L1/F,com.victronenergy.multi-Input frequency,no,,100Hz,
,uint16,4510,multi/Ac/Out/L1/V,com.victronenergy.multi-Output voltage phase 1,no,0 to 6553.5,10V AC,
,uint16,4511,multi/Ac/Out/L2/V,com.victronenergy.multi-Output voltage phase 2,no,0 to 6553.5,10V AC,
,uint16,4512,multi/Ac/Out/L3/V,com.victronenergy.multi-Output voltage phase 3,no,0 to 6553.5,10V AC,
,uint16,4513,multi/Ac/Out/L1/I,com.victronenergy.multi-Output current phase 1,no,0 to 6553.5,10A AC,
,uint16,4514,multi/Ac/Out/L2/I,com.victronenergy.multi-Output current phase 2,no,0 to 6553.5,10A AC,
,uint16,4515,multi/Ac/Out/L3/I,com.victronenergy.multi-Output current phase 3,no,0 to 6553.5,10A AC,
,int16,4516,multi/Ac/Out/L1/P,com.victronenergy.multi-Output power phase 1,no,-327680 to 327670,0.1W,
,int16,4517,multi/Ac/Out/L2/P,com.victronenergy.multi-Output power phase 2,no,-327680 to 327670,0.1W,
,int16,4518,multi/Ac/Out/L3/P,com.victronenergy.multi-Output power phase 3,no,-327680 to 327670,0.1W,
,uint16,4519,multi/Ac/Out/L1/F,com.victronenergy.multi-Output frequency,no,0 to 655.35,100Hz,
,uint16,4520,multi/Ac/In/1/Type,com.victronenergy.multi-AC input 1 source type,no,"{""0"": ""Unused"", ""1"": ""Grid"", ""2"": ""Genset"", ""3"": ""Shore""}",,
,uint16,4521,multi/Ac/In/2/Type,com.victronenergy.multi-AC input 2 source type,no,"{""0"": ""Unused"", ""1"": ""Grid"", ""2"": ""Genset"", ""3"": ""Shore""}",,
,uint16,4522,multi/Ac/In/1/CurrentLimit,com.victronenergy.multi-Ac input 1 current limit,yes,0 to 6553.5,10A,
,uint16,4523,multi/Ac/In/2/CurrentLimit,com.victronenergy.multi-Ac input 2 current limit,yes,0 to 6553.5,10A,
,uint16,4524,multi/Ac/NumberOfPhases,com.victronenergy.multi-Phase count,no,0 to 65535,1count,
,uint16,4525,multi/Ac/ActiveIn/ActiveInput,com.victronenergy.multi-Active AC input,no,"{""0"": ""AC Input 1"", ""1"": ""AC Input 2"", ""240"": ""Disconnected""}",,
,uint16,4526,multi/Dc/0/Voltage,com.victronenergy.multi-Battery voltage,no,0 to 655.35,100V DC,
,int16,4527,multi/Dc/0/Current,com.victronenergy.multi-Battery current,no,-3276.8 to 3276.7,10A DC,
